containers,ram_limit,total_time,total_image_proc_time,ndvi_calc_time,read_time,write_time
14,1.5,87.51238083839417,60.19042076383318,33.14701921599252,5.947670919554574,21.091974633080618
1,1.5,210.30115389823914,109.55770872320447,9.943979859352112,2.0617586374282837,3.0042088202067783
2,1.5,133.77624607086182,70.61379853316716,11.597373553684779,2.6358433110373363,3.9878847428730557
3,1.5,97.59400534629822,47.84958669117519,10.594274265425545,2.7344721044812883,4.247200437954494
4,1.5,101.00595164299011,48.36487754753658,9.757700341088432,6.38389778137207,7.01826958996909
5,1.5,63.199997901916504,33.776355726378306,10.39212349482945,2.8066343750272478,5.015505739620754
6,1.5,74.21151661872864,36.543987785066875,13.159271665981837,4.049532685961042,5.593667251723153
7,1.5,88.09495210647583,49.24848064354488,11.595722607203893,4.929491349628994,23.230381352560862
8,1.5,80.84194493293762,39.41246831417084,10.137489778654915,13.282528792108808,6.885694350515093
9,1.5,141.40281510353088,84.26753526074546,9.905732955251422,25.49120364870344,24.490966796875
10,1.5,79.41093873977661,44.67599701881409,12.438281178474426,10.14420483793531,12.942864571298871
11,1.5,83.53212761878967,46.13163016523634,14.12014547416142,8.560559409005302,14.002141407557897
12,1.5,90.71671891212463,54.36187161718096,17.171213507652283,7.519346628870283,24.971504671233042
13,1.5,108.76906681060791,61.501737339156016,29.795795713152206,9.281680260385786,19.36987589086805
14,1.5,114.50071454048157,78.8027663741793,35.73575208868299,5.702700410570417,37.358251861163545
1,1.5,207.44486498832703,112.88795900344849,9.596167802810669,2.031481828008379,3.1806624616895403
2,1.5,112.19998168945312,58.67650374344417,9.33655742236546,1.9952946731022425,3.8472492524555753
3,1.5,92.00783658027649,47.807165248053415,9.833040884562902,2.2180304527282715,4.184377619198391
4,1.5,76.0170783996582,38.643295424325125,10.343495539256505,2.6883658851896013,4.5619503770555765
5,1.5,92.38574385643005,41.891447867665974,10.099818314824786,8.53156772681645,6.400842394147601
6,1.5,119.56921219825745,73.57829572473254,11.314927509852819,14.649168951170784,17.991239530699595
7,1.5,87.62415504455566,47.76047549928938,10.147560170718602,4.233077577182224,23.812032989093236
8,1.5,82.87704372406006,41.175660031182424,9.906079701014928,11.837962559291295,9.97099234376635
9,1.5,122.47891187667847,80.78155989306313,11.617558070591517,13.28883227280208,30.43618372508458
10,1.5,76.30518460273743,41.42828229495457,12.628430656024388,12.9621730361666,9.602874636650085
11,1.5,90.52852749824524,47.785860776901245,13.779346704483032,10.131451896258763,15.547368253980364
12,1.5,157.49592328071594,106.28287494182587,15.350388850484576,10.399514726230077,65.2453283241817
13,1.5,107.18597984313965,63.240598508289885,29.36715018749237,7.859439032418387,22.606015307562693
5,1.5,73.91925692558289,41.48211751665388,12.334596191133771,4.042255691119602,5.676986847605024
